name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Eyeseau Radar Glow,uaf_eyeseau_radar_glow,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eyeseau Flaps,uaf_eyeseau_flaps_l,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Eyeseau Flaps,uaf_eyeseau_flaps_r,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osela Radar,uaf_pulse_generator,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CATAPULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catapult,uaf_catapult,0,,100,2500,,750,,15,30,1,3,,,HIGH_EXPLOSIVE,0,,0,1,3,2,0,0,0,,,300,100,12.5,150,"DO_NOT_AIM, DO_NOT_CONSERVE","no_drop, no_drop_salvage, restricted",,United Aurora Federation,,Finisher,Medium,Medium,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DECORATIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DECORATIVES,,,,,,,,,,,,,,,
Sirene Blinkers Red,uaf_blinker_sirene_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Sirene Blinkers Blue,uaf_blinker_sirene_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Forward Blinkers #1,uaf_blinker_right_forward_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Right Forward Blinkers #2,uaf_blinker_right_forward_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Right Forward Blinkers #3,uaf_blinker_right_forward_3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Right Forward Blinkers #4,uaf_blinker_right_forward_4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Right Forward Blinkers #5,uaf_blinker_right_forward_5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Left Forward Blinkers #1,uaf_blinker_left_forward_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Left Forward Blinkers #2,uaf_blinker_left_forward_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Left Forward Blinkers #3,uaf_blinker_left_forward_3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Left Forward Blinkers #4,uaf_blinker_left_forward_4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Left Forward Blinkers #5,uaf_blinker_left_forward_5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foremost Blinkers #1,uaf_blinker_foremost_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Foremost Blinkers #2,uaf_blinker_foremost_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Foremost Blinkers #3,uaf_blinker_foremost_3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottom Blinkers #1,uaf_blinker_bottom_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Bottom Blinkers #2,uaf_blinker_bottom_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertical Pink Blinkers #1,uaf_blinker_vertical_pink_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Vertical Pink Blinkers #2,uaf_blinker_vertical_pink_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertical Blinkers #0,uaf_blinker_forward_vertical_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Vertical Blinkers #1,uaf_blinker_forward_vertical_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Vertical Blinkers #2,uaf_blinker_forward_vertical_3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Vertical Blinkers #3,uaf_blinker_forward_vertical_4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Vertical Blinkers #4,uaf_blinker_forward_vertical_5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Rillaru Blinkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rillaru L Blinkers #0,uaf_rillaru_blinker_forward_left_0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru L Blinkers #1,uaf_rillaru_blinker_forward_left_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru L Blinkers #2,uaf_rillaru_blinker_forward_left_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru L Blinkers #3,uaf_rillaru_blinker_forward_left_3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru L Blinkers #4,uaf_rillaru_blinker_forward_left_4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rillaru R Blinkers #0,uaf_rillaru_blinker_forward_right_0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru R Blinkers #1,uaf_rillaru_blinker_forward_right_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru R Blinkers #2,uaf_rillaru_blinker_forward_right_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru R Blinkers #3,uaf_rillaru_blinker_forward_right_3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Rillaru R Blinkers #4,uaf_rillaru_blinker_forward_right_4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Foremost Blinkers #1,uaf_capital_blinker_foremost_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Capital Foremost Blinkers #2,uaf_capital_blinker_foremost_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Capital Foremost Blinkers #3,uaf_capital_blinker_foremost_3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Bottom Blinkers #1,uaf_capital_blinker_bottom_1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Capital Bottom Blinkers #2,uaf_capital_blinker_bottom_2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Engine reactors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Reisen Engine Reactor,uaf_reisen_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rillaru Engine Reactor,uaf_rillaru_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zepporia Engine Reactor,uaf_zepporia_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Zepporia Hangar Lights 1,uaf_zepporia_lights1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Zepporia Hangar Lights 2,uaf_zepporia_lights2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Zepporia Hangar Lights 3,uaf_zepporia_lights3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuxoria Engine Reactor,uaf_neuxoria_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Neuxoria Hangar Lights 1,uaf_neuxoria_lights1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Neuxoria Hangar Lights 2,uaf_neuxoria_lights2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Neuxoria Hangar Lights 3,uaf_neuxoria_lights3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Neuxoria Blank Deco,uaf_neuxoria_blank_deco,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Neuxoria Blank Deco01,uaf_neuxoria_blank_deco01,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seniraja Engine Reactor,uaf_seniraja_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solvernia Engine Reactor,uaf_solvernia_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Solvernia Engine Reactor,uaf_solvernia_reactor2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solvernia Left Engine Reactor,uaf_solvernia_left_engine_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Solvernia Right Engine Reactor,uaf_solvernia_right_engine_reactor,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#EXTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flare Command Red,uaf_flare_command,0,0,300,500,,10,,15,25,2,250,5,100,ENERGY,10,,0,10,3,0.3,75,150,0,0,,75,250,10,3000,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,Flare Launcher,Fast,Poor,,,"Active defense system, temporarily blinds enemies and prevents them from using any weapons if caught within its flash radius.",limited ammo | missile guidance,,,,
Flare Command Green,uaf_flare_command_green,0,0,300,500,,10,,15,25,2,250,5,100,ENERGY,10,,0,10,3,0.3,75,150,0,0,,75,250,10,3000,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,Flare Launcher,Fast,Poor,,,"Active defense system, temporarily blinds enemies and prevents them from using any weapons if caught within its flash radius.",limited ammo | missile guidance,,,,
Flare Command Blue,uaf_flare_command_blue,0,0,300,500,,10,,15,25,2,250,5,100,ENERGY,10,,0,10,3,0.3,75,150,0,0,,75,250,10,3000,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,Flare Launcher,Fast,Poor,,,"Active defense system, temporarily blinds enemies and prevents them from using any weapons if caught within its flash radius.",limited ammo | missile guidance,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laser Lead,uaf_laser_lead,,,,1500,,,,,15,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radar Dish,uaf_radar_dish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reisen Radar Dish,uaf_reisen_radar_dish,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radar Dish,uaf_zepporia_radar_dish,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Radar Dome,uaf_zepporia_radar_dome,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radar Dome,uaf_neuxoria_radar_dome,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Radar Dome #2,uaf_neuxoria_radar_dome_2,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radar Small,uaf_neuxoria_radar_small_1,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Radar Small #2,uaf_neuxoria_radar_small_2,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuxoria Mast,uaf_neuxoria_mast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#RORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roria Radar,uaf_roria_radar,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Antennae Left,uaf_roria_antenna_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Antennae Right,uaf_roria_antenna_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Reactor,uaf_roria_reactor,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Top Cover,uaf_roria_esvernia_top_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Top Back Cover,uaf_roria_top_back_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Top Sec Cover,uaf_roria_sec_back_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Sec Cover,uaf_roria_sec_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Left Cover,uaf_roria_left_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Right Cover,uaf_roria_right_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Main Cover,uaf_roria_main_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Roria Halo Alpha Glow ,uaf_roria_halo_alpha_glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
Roria Halo Beta Glow ,uaf_roria_halo_beta_glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Inazuma Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inazuma Front Cover,uaf_inazuma_front_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Inazuma Back Cover,uaf_inazuma_back_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Inazuma(M) Front Cover,uaf_m_inazuma_front_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Inazuma(M) Back Cover,uaf_m_inazuma_back_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Akatsuzuma Cover,uaf_akatsuzuma_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Akatsuzuma(SP) Cover,uaf_ai_akatsuzuma_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja Top Back Cover,uaf_seniraja_top_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja Front Cover,uaf_seniraja_front_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja Secondary Top Cover,uaf_seniraja_sec_top_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja Secondary Bottom Cover,uaf_seniraja_sec_bottom_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja(M) Top Back Cover,uaf_m_seniraja_top_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja(M) Front Cover,uaf_m_seniraja_front_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja(M) Secondary Top Cover,uaf_m_seniraja_sec_top_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Seniraja(M) Secondary Bottom Cover,uaf_m_seniraja_sec_bottom_cover,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solvernia Supercap Reactor Boost,uaf_solvii_supercap_reactor_boost,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Hangar Lights 1,uaf_solvii_supercap_hangar_lights_1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Hangar Lights 2,uaf_solvii_supercap_hangar_lights_2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Hangar Lights 3,uaf_solvii_supercap_hangar_lights_3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
Supercap Reactor,uaf_solvii_supercap_reactor,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage, restricted",,United Aurora Federation,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Novaeria Decoratives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
