id,type,text1,text2,text3,text4,text5,notes
uaf_wing_ai_exoscar_ii,SHIP,"Many consider the Exoscar II to be a desperate attempt at modernizing the aging Exoscar so that its service may be extended for as long as possible. Despite numerous objections to the project and a collective desire to see the legendary bomber retired so that it may pass on gracefully, High Command maintained their stance. They insisted that a new set of torpedoes and the Automata Division’s specifications were all that was needed to rejuvenate this ancient chassis.",,,,,
uaf_wing_ai_nekonyan,SHIP,"While the Super Aria’s reliability proved sufficient for the Navy’s conventional forces, the Automata Division believed that its human-centered specifications would result in wasted potential given that neukos do not suffer from the same limitations. This belief led to the development of the Nekonyan as a suitable choice for mass production. Boasting new energized armaments and anti-air missiles, It also comes with backwards compatibility for the few human pilots curious or capable enough to pilot it",,,,,
uaf_wing_ai_revere,SHIP,"The Revere is recognized as a member of the final generation of pure gunfighter craft alongside the Aria. Mostly ancient, its only new additions are its livery and autonomous flight modifications. Combat reports would demonstrate that even an obsolete platform such as this may still have a place on the battlefield given they still possess the capacity to escort larger ships.",,,,,
uaf_wing_ai_naga,SHIP,"The ultimate next-generation multirole heavy fighter designed by the Automata Expeditionary Division. This fighter’s specifications are so advanced that many human pilots need assistive programs to be able to operate it safely and effectively. Alternatively, a neuko can act as a suitable assistant and copilot. Its avionics and navigational systems grant it such maneuverability that it bears the nickname Dragon for the ferocity and speed with which it can dance around opponents.",,,,,
,,,,,,,
uaf_wing_m_hyacinth_ii,SHIP,"The Hyacinth II/N eventually came to fruition following the decision to redistribute the Taufan’s strategic firepower. The navy needed a bomber capable of a larger or equivalent quantity of WMDs but wished to avoid sinking more of their already sparse resources into developing a new spacecraft. The bombs would be reinforced with hardened armor plating but remain unguided to save cost and space. Though its armament is now significantly more devastating, it still requires friendly spacecraft to saturate enemy defenses in order to cover these new munitions as they approach their target.",,,,,
uaf_wing_m_pengawas,SHIP,"The Pengawas is commonly used for system patrol and escort duties for much larger ships. Equipped with defensive armaments such as flak cannons, wing mounted gatling cannon turrets and an array of anti-air missiles. Recently, she has also received a new addition to her arsenal: high-yield anti-air missiles. All of these defenses make the Pengawas ideal for protecting local airspace and intercept incoming threats through sheer ballistic firepower.",,,,,
uaf_wing_m_neoscar,SHIP,"A large, experimental spacecraft whose strength is found in its powerful thrusters that enable a swift engagement and retreat upon payload delivery. This defining feature was once used for civilian use to transport cargo and personnel from surface to orbit as an SSTO ship before the Battle for Aurora. Now, it serves the Federation as a super heavy torpedo bomber, armed with torpedoes and kinetic rocket pods.",,,,,
uaf_wing_m_menascar,SHIP,"An extensive conversion of the Neoscar, the Menascar is an offensively geared gunship designed to strike deep and harass anything that dares fly too close to her whether ship, strikecraft or missile. Its originator’s powerful engines also allow her to redeploy with ease, though not to the same extent as other strikecraft. She also saw frequent deployment as close-air support for ground operations, providing much needed firepower for troops below.",,,,,
uaf_wing_m_hyacinth,SHIP,"The largest of the Flower series, the Hyacinth fulfills the same role as its relatives at a proportionally larger scale. Sacrificing quantity for quality, it now carries an enormous payload of armored unguided bombs. It is often used against large targets such as capital vessels, space stations or even ground targets provided a support carrier is able to retrieve it as its own engines are incapable of escaping the atmosphere of most worlds.",,,,,
uaf_wing_m_noversky,SHIP," The Noversky has undergone a full modernization since its entry into naval service. The armaments aboard the older models proved to be ineffective against new enemies and so were replaced with more modern weaponry. Additionally, the airframe is now reinforced with modern materials and modular armor that was added to critical sections in order to improve survivability. It was given the nickname ‘Flapjack’ by pilots thanks to its unique shape.",,,,,
uaf_wing_m_sakurai,SHIP,"The Sakurai is believed by many to be the most common bomber ever used by the Federation. Like its Flower siblings, it substitutes precision with volume. This classic saturation tactic proves to be surprisingly effective even in the age of spaceborne combat, as there are few evasive actions available to tightly grouped enemies or large targets in the face of such a large coverage.",,,,,
uaf_wing_m_hibiscus,SHIP,"The Hibiscus is the standard issue bomber of the Federation whose roots can be traced to before the Battle for Auroria. The smallest of the Flowers, It is commonly used in both space and ground operations. Its unguided bombs remain effective in space as it usually flies in large formations with others of its kind. Accuracy becomes a significantly lesser concern when enough of these bombs are deployed at once to mostly shield the crafts behind them from point defense.",,,,,
uaf_wing_m_exoscar,SHIP,"Initially designed as a Single-Stage-To-Orbit (SSTO) spacecraft for civilian use, the Exoscar was militarized during the Battle for Aurora As the Federation desperately needed a ship capable of swiftly reaching orbital altitude to deliver a payload and return with minimal assistance. Though famed for its incredible speed, it came at a heavy fuel cost and the bomber was plagued with a short life expectancy. Despite this, many believed the Exoscar was simply too good to retire. Thus, the Federation never saw the need to develop a replacement and simply continued to upgrade and retrofit the old design.",,,,,
uaf_wing_m_keris,SHIP,The Keris is a defanged version of the obsolete ‘Minersky’ attacker. The removal of fixed armaments proved to be necessary in order to make room for disposable pods of high-explosive rockets. These are designed to be detachable so as to be swiftly disposed of once all rockets have been fired. These changes also indirectly enhance the spacecraft's maneuverability as it is much lighter without the large railgun and autocannon of its originator.,,,,,
uaf_wing_m_superaria,SHIP,"The Super Aria was originally designed to be used in-atmosphere on worlds like Old Auroria. However, the Battle for Aurora necessitated desperate measures as the Federation had not yet developed a dedicated fighter capable of exo-atmospheric flight. Upgrades and conversion kits were hastily developed to enable the Super Aria to fulfill this role. Initially, the glass canopy was still present but was swiftly replaced with a protective casing to improve pilot survivability. Maneuvering thrusters were installed at key points to take better advantage of space’s nature as a vacuum. Despite this, many strike craft designs still resemble aircraft. This is out of a desire to maintain atmospheric capabilities, to save costs and as a consequence of deeply ingrained design philosophies across the Federation’s defense industry and military.",,,,,
uaf_wing_m_aria,SHIP,"An aging piece of Auroran engineering that remains in service despite predating the Battle of Auroria itself. This continued service is entirely attributable to its fairly simple design and ease of use. While the Federation now fields proper spacecraft for active combat, the Aria still sees action in back lines as training spacecraft and for patrol duties. Legend has it that if one masters the Aria, no creation of the Auroran people is beyond them.",,,,,
uaf_wing_m_forlorn,SHIP,"The Forlorn is the Federation’s mainstay heavy fighter. They are used when smaller fighter wings can no longer reliably handle the density of a battle and were developed as the result of a joint fighter program between Yuria and Anabelle. Though new pilots consider it sluggish and heavy, its pair of heavy chainguns and autocannons as well as its AMSSM point-defense missiles make it a force to be respected. It was the sole victor of the mainstay heavy fighter contract, thanks to its relatively cheap assembly and maintenance cost as well as ease of use, with experience gained from Super Aria.",,,,,
,,,,,,,
uaf_wing_m_rafflesya,SHIP,"Rafflesya is the largest strikecraft fielded by the Federation. Though it is often seen paired with the Isenoria class Aviation Battleship, it predates the latter’s existence, which was modified during its development stages to accommodate the former. Capable of both atmospheric flight and spaceflight, the approach of this monstrous bomber signals an encroaching vaporization at the hands of its dreaded arsenal of guns and ballistic missiles. Though mitigated by its drones and PD coverage, its primary weakness is its lumbering pace which makes it an easy target, one of the several reasons it remains a rarity on the battlefield. Protect it well, and it shall sweep away your foes. ",,,,,
uaf_wing_m_rafflesya_ii,SHIP,"Though certainly effective, the original Rafflesya’s singular configuration left some wanting an alternative, thus leading to the creation of the Rafflesya II. The drone bays and internal missile bays were removed to make room for the more powerful systems needed for the Concord System to function. This also permitted the installation of more power-hungry weapons in place of the ballistic ordnance found on the original. Missile tubes were mounted on the outer hull as a substitute for the original ballistic missiles. The result trades its Alpha Strike potential for greater sustained fire capabilities",,,,,
,,,,,,,
uaf_drone_ribut,SHIP,"The second variant of the Moraffia was envisioned as an exploration vessel. As such, it was deemed necessary to provide it with a drone capable of protecting against fighters and missiles. The Ribut Protector is a small drone incapable of operating outside the immediate vicinity of its mothership. In exchange, it possesses explosive and energized autocannons as well as flak turrets. This as well as its ability to swiftly reposition itself and its surprising toughness make it ideal for defending against various threats. ",,,,,
uaf_drone_sokhuri,SHIP,"Alongside the developing Drone Destroyer program came the desire to develop specialized autonomous drones capable of different roles in order to distinguish their parent motherships and justify their existence. Being little more than a pair of railguns with engines and flux coils, the Sokhuri specializes in long range harassment and lacks the ability to independently operate. As such, they are treated as more versatile turrets instead of proper strike craft. Many captains have been pleasantly surprised by their ability to maintain pressure on enemy shields and dissuade smaller ships from approaching.",,,,,
uaf_wing_minime,SHIP,"The Minime is an ancient design dating back to the unification war era, being one of the earliest UAVs in Auroran history. They were used as cheap autonomous gunfighters and many pilots who fought against them found them irritating when alone and deadly when in groups. Following the Battle of Auroria, some military engineers saw them as potentially useful point defense drones if they could be modernized. With this in mind, they were provided with omnidirectional movement thrusters and were added to the arsenal of the Rafflesaya Strategic Bomber, one of the only strikecraft in the Auroran arsenal large enough to accommodate them but not so large as to render them redundant.",,,,,
,,,,,,,
#SHIPSYSTEMS,,,,,,,
uaf_nukeMunitions,SHIP_SYSTEM,Solvernia's Phenex 608 railguns will each load three rounds of custom thermonuclear ordnance. Perfect against unshielded targets or for clearing a large area of massed spacecrafts.,Offensive,Solvernia's Phenex 608 railguns will each load three rounds of custom thermonuclear ordnance. Perfect against unshielded targets or for clearing a large area of massed spacecrafts.,Phenex 608,,
uaf_emp_small,SHIP_SYSTEM,"Osela's compact radar will change mode and emit electro-magnetic pulse that could potentially disrupt anything in its area of effect, enough to protect itself.",Defensive,"Osela's compact radar will change mode and emit electro-magnetic pulse that could potentially disrupt anything in its area of effect, enough to protect itself.",electro-magnetic pulse,,
uaf_rangeFinder,SHIP_SYSTEM,Temporarily enhances the fire control system which allows the user to engage targets at much safer and farther distance for a short amount of time.,Defensive,Temporarily enhances the fire control system which allows the user to engage targets at much safer and farther distance for a short amount of time.,,,
uaf_acceleratedMissileRack,SHIP_SYSTEM,Allows the ship to accelerate the reload process partially depending on FF/DD/CL/BB hull size up to 90%/70%/70%/50%.,Offensive,Allows the ship to accelerate the reload process partially depending on FF/DD/CL/BB hull size up to 90%/70%/70%/50%.,FF | DD | CL | BB| 90% | 70% | 70% | 50%,,
uaf_damper,SHIP_SYSTEM,"Allows the ship to condense the armor and reduces incoming damage partially while still allowing weapons to fire, it also grants protection against EMP.",Defensive,"Allows the ship to condense the armor and reduces incoming damage partially while still allowing weapons to fire, it also grants protection against EMP.",reduces incoming damage,,
uaf_syncoreFocus,SHIP_SYSTEM,"Synchronizes and harmonizes the onboard weapon and power systems, temporarily increasing weapon range and reducing flux cost for a short time.",Offensive,"Synchronizes and harmonizes the onboard weapon and power systems, temporarily increasing weapon range and reducing flux cost for a short time.",weapon range | flux cost,,
uaf_fighterflare,SHIP_SYSTEM,Launches a series of bright flares and disruptive chaff countermeasures to distract incoming guided threat.,Defensive,Launches a series of bright flares and disruptive chaff countermeasures to distract incoming guided threat.,range | flux cost,,
uaf_flarelauncher,SHIP_SYSTEM,Launches a series of bright flares and disruptive chaff countermeasures to distract incoming guided threat.,Defensive,Launches a series of bright flares and disruptive chaff countermeasures to distract incoming guided threat.,,,
uaf_targetingfeed,SHIP_SYSTEM,"Launches a series of colored bright flares to command the carrier fighter wings, temporarily increases their attack effectiveness and reducing incoming damage marginally for a short time.",Fighter,"Launches a series of colored bright flares to command the carrier fighter wings, temporarily increases their attack effectiveness and reducing incoming damage marginally for a short time.",,,
uaf_entropyamplifier,SHIP_SYSTEM,"Activates a backup laser targeting device to paint a target and identify its weakspots, increasing weapon damage dealt to it momentarily.",Offensive,"Activates a backup laser targeting device to paint a target and identify its weakspots, increasing weapon damage dealt to it momentarily.",,,
uaf_fusoDrive,SHIP_SYSTEM,Enhanced burn drive with faster initial acceleration.,Movement,Enhanced burn drive with faster initial acceleration.,,,
uaf_defensive_flare,SHIP_SYSTEM,"Launches a series of colored bright flares to command the carrier fighter wings, temporarily increases their top speed by 30% and reducing incoming damage by 50% for a short time at the cost of reduced damage effectiveness by 20%.",Fighter,"Launches a series of colored bright flares to command the carrier fighter wings, temporarily increases their top speed by 30% and reducing incoming damage by 50% for a short time at the cost of reduced damage effectiveness by 20%.",30% | 50% | 20%,,
uaf_enh_defensive_flare,SHIP_SYSTEM,"An enhanced version of the Evasive Flare Command. Launches a series of colored bright flares to command the carrier fighter wings, temporarily increases their top speed by 40% and reducing incoming damage by 70% for a short time at the cost of reduced damage effectiveness by 30%.",Fighter,"An enhanced version of the Evasive Flare Command. Launches a series of colored bright flares to command the carrier fighter wings, temporarily increases their top speed by 40% and reducing incoming damage by 70% for a short time at the cost of reduced damage effectiveness by 30%.",40% | 70% | 30%,,
uaf_midway_protocol,SHIP_SYSTEM,Commands the carrier deck crew to hasten their re-arm and re-fit process temporarily at the cost of risking the ship's safety due to increased amount of ordnance and volatile material on deck.,Fighter,Commands the carrier deck crew to hasten their re-arm and re-fit process temporarily at the cost of risking the ship's safety due to increased amount of ordnance and volatile material on deck.,,,
uaf_rafflesya_drone,SHIP_SYSTEM,Commands the super heavy bomber to attack the designated target and strike with a devastating bombing run.,Fighter,Commands the super heavy bomber to attack the designated target and strike with a devastating bombing run.,,,
uaf_concord_sys,SHIP_SYSTEM,"Allows the ship to temporarily boost its energy weapon damage, rate of fire slightly while also boosting its missile durability and maneuverability by 15%.",Offensive,"Allows the ship to temporarily boost its energy weapon damage, rate of fire slightly while also boosting its missile durability and maneuverability by 15%.",15%,,
uaf_supercap_royaljets,SHIP_SYSTEM,"These special jet systems allow for explosive boosts in speed, useful for engagements, disengagements, and repositioning.",Movement,"These special jet systems allow for explosive boosts in speed, useful for engagements, disengagements, and repositioning.",,,
uaf_royalBurn,SHIP_SYSTEM,"Lunges the ship with high amount of forward momentum. If the ship impacts against anything heavier than itself, it may temporarily disable the ship's engines and go on a free-fall.",Movement,"Lunges the ship with high amount of forward momentum. If the ship impacts against anything heavier than itself, it may temporarily disable the ship's engines and go on a free-fall.",,,
uaf_royalJets,SHIP_SYSTEM,Sets the ship's engines into overdrive which allows it to traverse at high speed at any direction on demand.,Movement,Sets the ship's engines into overdrive which allows it to traverse at high speed at any direction on demand.,,,
uaf_burnDrive,SHIP_SYSTEM,"Allocates the power of the ship into the Melody Engines, this will give a massive boost to speed for 30 seconds. However, this also reduces the maneuverability of the ship preventing it from turning.",Movement,"Allocates the power of the ship into the Melody Engines, this will give a massive boost to speed for 30 seconds. However, this also reduces the maneuverability of the ship preventing it from turning.",30 seconds,,
uaf_evasive_manujet,SHIP_SYSTEM,Overcharges the engine's power for a brief directional dash. It will launch flares if there's an incoming missile or enemy within 1000 units.,Movement,Overcharges the engine's power for a brief directional dash. It will launch flares if there's an incoming missile or enemy within 1000 units.,1000 units,,
uaf_high_alert,SHIP_SYSTEM,"Eyeseau's advanced radar activates its extreme signal burst to reveal enemies in combat. Furthermore, it will reduce the system cooldown of its modules while reducing its damage taken. Nearby friendly ship's weapon turn rate is also increased.",Support,"Eyeseau's advanced radar activates its extreme signal burst to reveal enemies in combat. Furthermore, it will reduce the system cooldown of its modules while reducing its damage taken. Nearby friendly ship's weapon turn rate is also increased.",system cooldown  |  weapon turn rate,,
uaf_eyeseau_laser_tgt,SHIP_SYSTEM,"Marks the target with a targeting laser. Once marked, the damage taken from fighters will increase by 40%.",Support,"Marks the target with a targeting laser. Once marked, the damage taken from fighters will increase by 40%.",40%,,
uaf_emp,SHIP_SYSTEM,"Eyeseau's advanced radar will change mode and emit highly disruptive electro-magnetic pulses over a large area surrounding the mothership, capable of knocking down unprotected systems and any sorts of guided munitions over a long period of time. ",Defensive,"Eyeseau's advanced radar will change mode and emit highly disruptive electro-magnetic pulses over a large area surrounding the mothership, capable of knocking down unprotected systems and any sorts of guided munitions over a long period of time. ",electro-magnetic pulse,,
uaf_mirage_swarm,SHIP_SYSTEM,Fires a barrage of screening disruptive missiles along with a pair of hidden surprises to strike the enemy.,Offensive,Fires a barrage of screening disruptive missiles along with a pair of hidden surprises to strike the enemy.,,,
uaf_rim_breaker_jets,SHIP_SYSTEM,"Sets the ship's engines into overdrive, giving it a massive speed boost and maneuverability. The overdriven engines can emit EMP arcs that can disrupt nearby hostile contact and it will also launch flares if there's an incoming missile or enemy within 800 units.",Movement,"Sets the ship's engines into overdrive, giving it a massive speed boost and maneuverability. The overdriven engines can emit EMP arcs that can disrupt nearby hostile contact and it will also launch flares if there's an incoming missile or enemy within 800 units.",800 units,,
uaf_fortress_protocol,SHIP_SYSTEM,Locks the ship down into 'Fortress Mode'. It will make the whole ship and its weapons resistible against incoming damage while also increasing the ship and weapon rotation speed higher at the cost of lowered ship mobility.,Defensive,,,,
uaf_melodyOvercharge,SHIP_SYSTEM,"Resonates and overcharges nearby friendly Auroran ships with Melody Reactor, increasing their maximum top speed and maneuverability including the Lynx. Also reduces flux generation of weapons by 20%.",Support,"Resonates and overcharges nearby friendly Auroran ships with Melody Reactor, increasing their maximum top speed and maneuverability including the Lynx. Also reduces flux generation of weapons by 20%.",20%,,
uaf_dimensional_drift,SHIP_SYSTEM,The ship will enter P-space for a moment to gain a sharp boost of mobility. It will launch flares if there's an incoming missile or enemy within 1000 units.,Movement,The ship will enter P-space for a moment to gain a sharp boost of mobility. It will launch flares if there's an incoming missile or enemy within 1000 units.,1000 units,,
uaf_sorceress_incantation_sequence,SHIP_SYSTEM,"Drastically alters the timeflow of the Black Sorceress for 10 seconds. While active, it will disrupt incoming enemy missile within 2000 units. Furthermore, nearby Mimic vessels will take additional 10% damage.  ",Offensive,"Drastically alters the timeflow of the Black Sorceress for 10 seconds. While active, it will disrupt incoming enemy missile within 2000 units. Furthermore, nearby Mimic vessels will take additional 10% damage.  ",10 seconds | 2000 units | 10%,,
,,,,,,,
#CAMPAIGN,,,,,,,
uaf,FACTION,"The United Aurora Federation, commonly known as the UAF, is an organised, isolated and nominally neutral faction led by the popular monarch, the third Permaisuri of the Federation, Aeria Charlotte Yuki. It is a relatively new faction in the southwestern part of Persean Sector, with its history in the Sector extended only to a few cycles ago when its people were first known to the Core Worlds as “visitors from faraway places”. Standing strong with enough military power to tip the balance of power in the Sector, yet staunchly adherent to its unique peacefulness and isolation, the Federation is an enigmatic faction whose objectives and purposes remain obscure to many.

Compared to the common factions in the Sector, the Federation is uncharacteristically primitive, with its technological level being rated to be equivalent or less than the equivalent Sector’s Low-Tech and Midline technologies. Its unique doctrines and collection of ships distinctively reflected the traits of an early spacefaring civilization, a blend between conventional seafaring and modern spacefaring approaches. The distinct lack of phase technology and inexperience with the Sector technology are telling of the primitiveness, yet this technological gap is slowly being closed upon through the Federation’s curiosity, exploration, research and cooperation in the Sector.

Records remain sparse to this date, with the existing Domain records not mentioning anything in regards to the mysterious visitors. The Federation’s official claim is that they came from “an alternate dimension via an inter-dimensional wormhole”, specifically from “the mysterious Earth-like planet named Aurora”. The general public and major factions of the Core Worlds have largely dismissed this, calling it as “mere delusions” or “unrealistic propositions”. However, the fact that the Federation’s large expeditionary force appeared out of nowhere and potentially posed a threat to the established balance of power in the Sector could not be denied, even if they claimed to have visited “with no intention of hostility”. Perhaps for the best, for many cycles since settling in the far fringes, they have largely maintained its peaceful, isolationist stance and seem more interested in their own problems than the Sector.

Nevertheless, the ever enigmatic faction’s presence is increasingly harder to be ignored by the wider Persean Sector. Rumours persist that they are rejects who seek sanctuary faraway from the Core Worlds, fears spread of them preparing an invasion into the Core Worlds, curiosity stoked about the unheard peace and supposed new paradise there. Such baseless speculations are common for those who never set foot into the Federation before. One thing is clear however; they are outsiders in this foreign world and they will always be. The Aurorans’ gazes are always elsewhere, back to where they came from.

“However, we shall not give up! This faraway place is not where we shall be, nor belong to. We are mere visitors, those striving to seek answers for our homeland. Henceforth, I shall declare my promise to my fellow people, to those who remain faithful to our cause, to our ownself! I swear upon the Dove’s Wings, the wings which carried us through the dark days, that we will find our way home! It will be a great undertaking, a perilous journey, but I ask for your unwavering faith in me, that we will leave no one behind and together, we will see our home again. May the heaven bless and keep us all.”
– Permaisuri Aeria Charlotte Yuki III, excerpt from “The Queen’s Crossing Speech”",,,,,
uaf_auroria_planet,CUSTOM,"The United Auroran Federation’s home away from home. The Federation was originally supposed to establish its Persean foothold on Favonius. However, the abrupt closure of the dimensional gate left them stranded, and the relatively small land masses of Favonius proved to be limiting for sustainability for the fleet. Thankfully, a Straffia drone had come across a habitable world almost identical to Aurora in a nearby solar system. The Federation would opt to settle here, christening the planet New Aurora. While a bit lacking creative naming, the Federation has nevertheless transformed the planet into the spitting image of its namesake. Its distance from the core worlds means it is largely untouched by the chaotic power struggles of Persean natives, meaning security details have largely only needed to contend with Pathers, pirates, and the occasional AI menace. With no major threats, the population has exploded in recent years thanks to a massive influx of refugees from the core worlds in hopes of better living conditions. The increase in manpower has allowed for the construction of skyscrapers, and most recently, the Monarch Complex, the Federation’s seat of power and home to the Permaisuri within the Persean Sector. All of which are under the watchful eye of the Permaisuri's own Royal November Fleet.",,,,,
uaf_lunamun_planet,CUSTOM,"New Aurora’s sole moon. Despite its small size, Lunamun is of vital strategic importance. A large portion of the Federation’s vital infrastructure is spaced out in underground facilities, including, but not limited to: hidden hangar facilities for secure and safe launch of smaller ships of the Federation, the heart of the Neuko hivemind, and the long-range deep space intelligence network. Above the surface, the moon also hosts the Federation’s orbital shipyards and functions as the primary staging points for fleets both from New Aurora and Lunamun itself. Only a handful of facilities remain exposed on the surface, and even then, most reside in lunar craters, with the natural shielding of the crater walls allowing for focused shielding against attacks from above.",,,,,
uaf_ryoko_planet,CUSTOM,"Entiaris was one of the first attempted colonies of the United Auroran Federation. In need of raw materials needed to kickstart their manufacturing infrastructure after the closure of the dimensional gate, the UAF set up a mining outpost on the planet. Unfortunately, the Federation’s dire lack of manpower led to a catastrophe resulting in the loss of the colony. For starters, the lack of personnel needed to vet the tide of refugees meant a large number of the core worlds’ unsavory characters were able to infiltrate the colony. Additionally, a divide was forming between the refugees and the Federation, as only Federation officers were left in charge, and refugees were left in conditions not much better than what they fled. Eventually, backed by the pirates of Kanta, the miners revolted, and without the personnel to control the riots, the UAF was forced to abandon the colony. Pirates were more than happy to take over the abandoned outpost, becoming the headquarters of the pirates operating within Federation space, digging in. Kanta’s support made it virtually impossible for the still undermanned Federation to eradicate them entirely. The UAF would instead move its mining industry to Nur, using the lessons learned from Entiaris to avoid yet another collapse of authority.",,,,,
uaf_bakery_choco_lava,RESOURCE,"The inter-dimensional choco lava is one of the special commodities commonly found in New Aurora. The sauce is made from a processed kokoa and other ingredients, then packaged in boxes ready to use and delivery. According to some of the locals, they often get nostalgic flashbacks about their homeworld and the good memories when they ate it. Now, it's just memories of a thing long past, especially with their home now impossible to reach. ",,,,,
uaf_bakery_product_2,RESOURCE,"The Auroran bakeries are famously known for their delicious pastries. Donuts are one of many choices a hungry person may enjoy during their visit in New Aurora. Various toppings and flavorings are used for different types, but sugar and chocolate combo are definitely one of the local favorites. These pastries are a cultural thing to the Aurorans, some may be born into the Sector and not know how to imagine how their home might look like. At least they can use their imagination after they get a taste of it.",,,,,
uaf_bakery_product_3,RESOURCE,"An army cannot work with their stomachs empty, especially with home sickness in mind. The Permaisuri are aware of this potential risk and invested funds into the local food industry, encouraging them to produce them by giving subsidies and special economical benefits. This one is filled with delicious yet luxurious combo of croissants and pretzels, along with complimentary candies and a lolipop. One would always see a cute cartoonistic rendition of Aeria's smile on the box cover along with description of how beautiful and lovely their world was like on the other side. At the end of the paragraph, there will always be encouraging words to never give up as hope is one what make Aurorans different to any other.",,,,,
uaf_diced_pineapple,RESOURCE,"This diced and dried goods are made from processed pineapple fruit, usually found in tropical planets, coated with a little bit of sugars before being packaged into bags of pineapple goods. This food is good for snacking while giving a comparable nutritional value for space-faring civilization, the diced pineapple being dried also helped with preserving the food itself.",,,,,
uaf_vanilla_ice_cream,RESOURCE,"Vanilla ice cream is a sweet frozen dessert made from milk, cream, sugar, salt and flavored from a combination of various pure vanilla extract. Its wonderful taste are also refined and mixed alongside other dessert products as well. This particular ice cream was named after the queen after she announced the official opening of the Favonius Resort World to the public, an important place where people can temporarily forget and enjoy life for just a little bit longer.. if they survive the initial queue struggle of course.",uaf_vanilla_ice_cream,uaf_vanilla_ice_cream,,,uaf_vanilla_ice_cream
uaf_moab,RESOURCE,"The BFB-90/XL ""AWP Class 1"" is an experimental super large-yield bomb, developed and used in an orbital spacecraft known as the Rafflesya. it was said to be the most powerful non-WMD weapon to ever be developed in the Auroran arsenal. The bomb is primarily an air burst bomb intended for anti-station and capital purposes but it can also be used in atmospheric condition as well. Its extremely volatile warhead will basically blanket a large area with atomic-like fire and annihilate everything in its wake. ",,,,,
uaf_atmo_munition,RESOURCE,"Typically categorized as ""atmospheric munitions"", these specialized ammunition are reinforced with heat resistant coating and plating in order to increase their chance to penetrate into atmosphere without disintegrating. This comes with several downsides such as higher cost and requiring special facility for production. Depending on the size, some may have lesser explosive filler in order to make room for necessary upgrades. Auroran naval guns are already readily made with these specialized rounds in mind and doesn't require a dock visit for upgrade. ",,,,,
uaf_crown_princess_core,RESOURCE,"The Crown Princess model of Neuko core is classified as an Alpha level AI. Originally built for entertaining people, the Crown Princess has a higher memory capacity, allowing it to “remember” customers as well as their tastes. The Federation used this trait in order to create an artificial officer that meshes well with the fleet.

As her name implies, the Crown Princess is the crown jewel of an Automata fleet. With the most powerful CPUs available, Crown Princesses can run the most algorithms and protocols at once, offering unmatched flexibility. The Crown Princess’s data web is powerful enough to coordinate the entire fleet, typically from the dominating position of the Federation's capital ships. In addition to her own data web, the Crown Princess also maintains a direct link with the Neuko Collective, allowing her to draw on tactics and information available to other command models, even those not in the battlespace.

Selling AI cores on the open market is prohibited by most factions. However, higher-up faction representatives are often willing to exchange AI cores for large sums of cash when communicated with directly, though their reasons for doing so may vary.",,,,,
uaf_princess_core,RESOURCE,"The Princess model of Neuko core is classified as a Beta level AI. Originally built for entertaining people, the Princess has a higher memory capacity, allowing it to “remember” customers as well as their tastes. The Federation used this trait in order to create an artificial officer that meshes well with the fleet. 

Compared to the Courtesan, the Princess has a stronger CPU, allowing for additional protocols and algorithms to be run simultaneously. The Princess typically can be found in control of mid-size ships like cruisers, and is able to coordinate a small battlegroup, being able to interface with both its ship and any other Courtesans it shares its data web with. The result is that the Princess has heightened battlefield awareness, able to monitor the battlespace through the eyes of its subordinates. The Princesses only answer to their commanders or any Crown Princesses in the fleet.

Selling AI cores on the open market is prohibited by most factions. However, higher-up faction representatives are often willing to exchange AI cores for large sums of cash when communicated with directly, though their reasons for doing so may vary.",,,,,
uaf_courtesan_core,RESOURCE,"The Courtesan model of Neuko core is classified as a Gamma level AI. Originally built for entertaining people, the Courtesan has a higher memory capacity, allowing it to “remember” customers as well as their tastes. The Federation used this trait in order to create an artificial officer that meshes well with the fleet. 

Courtesan’s will strictly follow their commander’s battle doctrine, while maintaining enough memory of other officers in the fleet in order to coordinate effectively in large group environments. However, they are limited by their CPU size, meaning they cannot load nearly as many protocols and algorithms as other command models can, therefore these must be set well in advance. Courtesans are often controlling smaller ships, but lack the ability to control anything more than their own ship, instead answering to Princess and Crown Princess command models.

Selling AI cores on the open market is prohibited by most factions. However, higher-up faction representatives are often willing to exchange AI cores for large sums of cash when communicated with directly, though their reasons for doing so may vary.",,,,,
,,,,,,,
uaf_abandoned_decom_space_habitat,CUSTOM,"A Domain-era space station loosely resembling a centuries-outdated O'Neill cylinder design, abandoned long before the UAF's arrival to the Sector. It was deemed irreparable by many, but someone determined enough could take advantage of its vast storage potential.",,,,,
uaf_eva,CUSTOM,"An enormous space station which can host shipyards, habitats, factories, or large stockpiles of weapons and supplies. These platforms allow humanity to project military and industrial power throughout known space.",,,,,
uaf_wreck_desc,CUSTOM,"A wreckage and remains of an Auroran fleet, it wails a corrupted emergency beacon again and again.",,,,,
