id,trigger,conditions,script,text,options,notes
,,,,,,
UAFBarLingeringEchoesBarPrelude,DialogOptionSelected,$option == UAFLingeringEchoesMissionPartOnePrelude,"SetTextHighlightColors bad
SetTextHighlights ""This primary mission is a time sensitive situation and considered to be hard difficulty. Do you want to proceed?""",This primary mission is a time sensitive situation and considered to be hard difficulty. Do you want to proceed?,"0:UAFLingeringEchoesMissionPartOneVarA_BarEvent:Proceed
1:defaultLeave:Go back",
,,,,,,
UAFBarLingeringEchoesBarStartVarA,DialogOptionSelected,$option == UAFLingeringEchoesMissionPartOneVarA_BarEvent,"BeginConversation uaf_admiral_naggy_na true true
ShowSecondPerson uaf_commodore_lyora","A nice secluded spot, just outside the bar grants you a breathtaking view over New November City Spaceport. With a drink in hand, you admire its surrounding coastal cityscape and inviting waters. As you take a sip from your beverage, you are approached by a lone man in a well worn uniform.

""Good afternoon. I see this place calls to you too. Comfortable? It used to be my favorite spot too. Nothing beats a view quite like this, hmm?"" The man looked towards the spaceport as he leaned on the railing. ""Tell you what - may I invite you upstairs? I have something I would like to discuss with you, but not here."" You glance at your TriPad, and you have time to kill, so why not? 

You agree and decide to follow him to the VIP section upstairs. There is a beautifully dressed Neuko waitress guarding the entrance to the VIP level. It requests verification from you and your companion. He pulls out a red keycard and shows it to the android. ""Do not worry about it, friend. Consider this a professional courtesy."" He smiles and nods, welcoming you in as the android stands aside.

Inside, a female officer waves at both of you to come over.","0:UAF_Lingering_Echoes_GreetingA:""Hello there. Pleased to meet you, ma'am.""
1:UAF_Lingering_Echoes_GreetingB:""Ah... I think I know where this is going.""",
UAFBarLingeringEchoesBarStartVarB,DialogOptionSelected,$option == UAFLingeringEchoesMissionPartOneVarB_BarEvent,"BeginConversation uaf_admiral_naggy_na true true
ShowSecondPerson uaf_commodore_lyora","A nice secluded spot, just outside the bar grants you a breathtaking view over New November City Spaceport. With a drink in hand, you admire its surrounding coastal cityscape and inviting waters. As you take a sip from your beverage, you are approached by a lone man in a well worn uniform.

""Good afternoon. I see this place calls to you too. Comfortable? It used to be my favorite spot too. Nothing beats a view quite like this, hmm?"" The man looked towards the spaceport as he leaned on the railing. ""Tell you what - may I invite you upstairs? I have something I would like to discuss with you, but not here."" You glance at your TriPad, and you have time to kill, so why not? 

You agree and decide to follow him to the VIP section upstairs. There is a beautifully dressed Neuko waitress guarding the entrance to the VIP level. It requests verification from you and your companion. He pulls out a red keycard and shows it to the android. ""Do not worry about it, friend. Consider this a professional courtesy."" He smiles and nods, welcoming you in as the android stands aside.

Inside, a female officer waves at both of you to come over.","UAF_ComeBackAfterPreparation:""I have returned and readied as best as I could.""",
,,,,,,
UAFBarLingeringEchoesBarStartVarAOpt1A,DialogOptionSelected,$option == UAF_Lingering_Echoes_GreetingA,#UAFLingeringEchoesTextHandle UAF_Lingering_Echoes_GreetingA,"""Woah there, kind sir. We only just met and you’re already calling me, 'madam'?"" The golden-haired woman can't help but laugh. ""No need to be so formal with me, Captain.""",UAF_LingeringEcho_Greeting_Continue:Continue,
UAFBarLingeringEchoesBarStartVarAOpt2A,DialogOptionSelected,$option == UAF_Lingering_Echoes_GreetingB,#UAFLingeringEchoesTextHandle UAF_Ahh_Shit_Here_We_Go_Again,"""Oh my, you can sense it already can't you? It’s almost as if you can tell there’s so much more than just enjoying the beverages here, isn't there? You’re pretty sharp, I'll give you that."" The golden-haired woman smirks, looking impressed. She seems to feel optimistic about you.",UAF_LingeringEcho_Greeting_Continue:Continue,
,,,,,,
UAFBarLingeringEchoesBarAfterStart,DialogOptionSelected,$option == UAF_LingeringEcho_Greeting_Continue,UAFLingeringEchoesCMD setConfirmationOptionMissionIntro,"""Ahem. Allow me to introduce ourselves. I am Vice Admiral Naggy of the 3rd Misthaven Fleet. This is my colleague, Commodore Lyora. One of my very best. She has her own command: the 1st Cruiser Squadron 'Lion'."" You shake hands with them and exchange pleasantries, before taking your seats around the table. Your new acquaintances converse with you, giving you your general objectives. It sounds like an escort and hunt mission.

""Oh, by the way, I’m afraid I can’t really share any further details from this point on due to the nature of this mission. However, if you need to think this through, or time to finish your pending tasks, we understand. Thankfully, it is not time sensitive... yet."" The Vice Admiral briefly gives a dark expression, before giving you his best smile.","0:UAF_LingeringEcho_Ready:""I'm ready.""
1:UAF_LingeringEcho_ComebackLater:""I need more time to prepare.""",
UAFBarLingeringEchoesReady,DialogOptionSelected,$option == UAF_LingeringEcho_Ready,"SetTextHighlights ""the 1st Cruiser Squadron 'Lion'""","""Excellent. Without further ado, let's begin the briefing.""",UAF_LingeringEcho_Continue2:Continue listening,
UAFBarLingeringEchoesTimeForPreperations,DialogOptionSelected,$option == UAF_LingeringEcho_ComebackLater,"UAFLingeringEchoesHandleBeforeLeavingBarPrep
#UAF_LingeringEcho_ComebackLater","""I understand, Starfarer. According to the intel available to us, the 'Beekeepers' confirmed that we might have at least 180 days before the target becomes too difficult for us to track. Don't take too long."" The Vice Admiral sighs with concern, rubbing his forehead softly. 
OR
""Fret not, old friend. On the bright side, the delay also allows me more time to brief my men and prepare my squadron for the mission."" The commodore gives Naggy a confident thumbs-up.
OR
""Fair enough. Feel free to come back here whenever you think you’re ready. Starfarer."" You finish your drink and bid farewell to the officers. ",UAF_LingeringEcho_GoBackToBar:Return to bar,
UAFBarLingeringEchoesTimeReturnToBar,DialogOptionSelected,$option == UAF_LingeringEcho_GoBackToBar,"EndConversation DO_NOT_FIRE
RestoreSavedVisual
BarCMD showOptions",,,
,,,,,,
UAFBarLingeringEchoesBarReturnAfterPreperations,DialogOptionSelected,$option == UAF_ComeBackAfterPreparation,,"""Welcome back, Starfarer. What convenient timing! There’s been an update regarding the mission. Please come and have a seat."" Lyora welcomes you and orders you a cold drink, the same one you had the last time you came here.",UAF_LingeringEcho_Continue2:Continue,
UAFBarLingeringEchoesBarAfterReady,DialogOptionSelected,$option == UAF_LingeringEcho_Continue2,,Naggy instructs the Neuko maid to clear the room and give you three some privacy. The beach-side window shutters close down and doors lock automatically after the android secures the floor. The mood in the air immediately thickens with tension. The jovial atmosphere has completely evaporated.,"UAF_LingeringEcho_Continue3:""...""",
UAFBarLingeringEchoesBarAfterReady2,DialogOptionSelected,$option == UAF_LingeringEcho_Continue3,"SetTextHighlights ""at the northern outer ring of the Caeli system""
BeginMission UAFLingeringEchoesMission","""We have confirmed sightings of the target fleet. They’re currently lingering around Caeli. They were last spotted coming in from the Flashpoint Corridor, at the northern outer ring of the Caeli system.""

The Commodore is shocked when she hears it, her eye widening. ""Caeli?! That close? How come STRACOM failed to notify us much sooner?"" 

Naggy goes through the pages again and again, double checking between the past and present intel reports. ""STRACOM didn't fail us. I’m sure they’re as clueless as us. Persephone wouldn’t allow such a mistake.""

Lyora asks with a raised eyebrow. ""Then what about Solvernia? Is she aware of such a threat being so close to New Aurora?""

Naggy furrows his brows in suspicion. ""As far as I’m aware, the Warrior Princess was not aware of this. She would’ve said something to me a long time ago if she knew. So far, only you, the Starfarer, and I know about this. Something isn’t right but we can’t risk alerting the others at the risk of an intelligence leak.""","UAF_LingeringEcho_MoreIntel:""Tell me more about this target.""",
UAFBarLingeringEchoesBarMoreInfoAboutTarget,DialogOptionSelected,$option == UAF_LingeringEcho_MoreIntel,,"""I'm afraid we're unable to share any more than that. I'm sorry but this is for the sake of everyone's safety. I can't afford to risk it when there's a serious concern over internal security matters. At the very least, when this is all over. I promise that we'll have a debriefing later.""  He says regrettably. It seems your inquiries must stop here for now.",UAF_LingeringEcho_AskWhatToExpect:Ask what to expect,
UAFBarLingeringEchoesBarMoreInfoAboutTargetAlt,DialogOptionSelected,"$option == UAF_LingeringEcho_MoreIntel score:1000
$faction.rel == FRIENDLY",,"The Vice Admiral hesitates at first but shares more details to you that are otherwise classified and restricted from non-military personnel. ""We're about to wage a hunt against a fleet of our own. We'd like to presume that they are captured ships, piloted by the Persean Sector adversaries… but both the IDENT and DNS codes showed all green. We also have no reports of any missing navy assets as of late.""

""Commodore Lyora, conduct internal security checks and report back to me as soon as possible. I will order the Third Fleet to do the same.""

Lyora salutes and proceeds to call her command staff. ""Understood, sir.""",UAF_LingeringEcho_AskWhatToExpect:Ask what to expect,
UAFBarLingeringEchoesBarExpectationsPart1,DialogOptionSelected,$option == UAF_LingeringEcho_AskWhatToExpect,"ShowPersonVisual true uaf_commodore_lyora
ShowSecondPerson uaf_admiral_naggy_na","""I will leave that to Commodore Lyora. I have already overstayed my welcome and I must return to the office. Thank you for agreeing to help us, and it's been such a pleasure to meet you. Good luck to both of you.""

The Vice Admiral stands up before packing things back into his briefcase. The whole room is lit back up by sunlight and the air feels lighter as doors and windows open again. He tips his hat off before leaving.",UAF_LingeringEcho_AskWhatToExpectContinue:Continue,
UAFBarLingeringEchoesBarExpectationsPart2,DialogOptionSelected,$option == UAF_LingeringEcho_AskWhatToExpectContinue,"HideSecondPerson
#UAFLingeringEchoesTextHandle UAF_LingeringEcho_AskWhatToExpectContinue","""Well then, Starfarer. You might want to double check if your point defenses are up and ready. Auroran ships are typically armed with a hybrid of missiles and ballistic weaponry. We don’t use local technologies en masse in order to avoid straining our already overwhelmed logistics. Some like you may prefer to... As they say, screw around and find out, right? No pain, no gain.""

Lyora shrugs after giving her suggestion. She seems somewhat envious of your ability to mix and match equipment with your ships. ""Give me a few days to get ready. I’ll link up with you in space before we march on.""
","UAF_LingeringEcho_BarInteractionNearFinish:""Alright.""",
UAFBarLingeringEchoesBarLeaveVIPRoomNoLyoraShip,DialogOptionSelected,"$option == UAF_LingeringEcho_BarInteractionNearFinish
!UAFHasShip uaf_lyora_prototype","$global.UAFLingeringEchoesMissionIntroduction = true
UAFLingeringEchoesCMD spawnLyoraFleet","You finish your drink before saying your goodbyes, leaving Lyora alone to enjoy the sunset. You also inform your executive officer to be on high alert, just in case you're hosting a saboteur within your ranks.",UAF_LingeringEcho_GoBackToBar:Return to bar,
UAFBarLingeringEchoesBarLeaveVIPRoomHasLyoraShip,DialogOptionSelected,"$option == UAF_LingeringEcho_BarInteractionNearFinish
UAFHasShip uaf_lyora_prototype","$global.UAFLingeringEchoesMissionIntroduction = true
UAFLingeringEchoesCMD spawnLyoraFleet
$global.UAFLingeringEchoesTriggerLyoraHiddenDialog = true","You finish your drink before saying your goodbyes, leaving Lyora alone to enjoy the sunset. You also inform your executive officer to be on high alert, just in case you're hosting a saboteur within your ranks.",UAF_LingeringEcho_GoBackToBar:Return to bar,
,,,,,,
#Lyora's hidden dialog,,,,,,
UAFBarLingeringEchoesLyoraHiddenDialog,UAFLingeringEchoes_LyoraHiddenDialog,!$global.UAFLingeringEchoesFireLyoraHiddenDialog,"ShowPersonVisual true uaf_commodore_lyora
AdjustRepPerson uaf_commodore_lyora COOPERATIVE 1","""Greetings, Starfarer. I see you're sporting yourself a prototype destroyer. The Lyora class. Put her through her paces and let me know how she feels after this mission, eh?""  The Commodore gives you a thumbs up and a bright smile. The ship and the commodore share the same name. You wonder, could it be that it was named after her?",UAFLingeringEchoes_LyoraHiddenDialogCont:(Maybe I'll be able to ask her about it in the future…),
UAFBarLingeringEchoesLyoraHiddenDialogCont,DialogOptionSelected,$option == UAFLingeringEchoes_LyoraHiddenDialogCont,$global.UAFLingeringEchoesFireLyoraHiddenDialog = true,"Before you can get lost in your inner monologue, your executive officer reminds you that you are to escort her squadron to the mission area. Keep her safe and protect her from any potential targets.",defaultLeave:Close the comm link,
,,,,,,
#Flashpoint Corridor event,,,,,,
UAFBarLingeringEchoesPreEncounterDialog,UAFLingeringEchoes_AnomalyPreEncounter,!$global.UAFLingeringEchoesFirePreMimicEncounterDialogActivated,,You receive an incoming transmission from Commodore Lyora. She is requesting to establish a comm link.,UAFLingeringEchoes_PreBattleDialogContinue:Accept the comm link request,
UAFBarLingeringEchoesPreEncounterDialogCont,DialogOptionSelected,$option == UAFLingeringEchoes_PreBattleDialogContinue,"ShowPersonVisual true uaf_commodore_lyora
SetTextHighlights ""Sensors just picked up something in the debris field""","After accepting the request, Commodore Lyora appears on your comm screen, clearly unsettled. ""Captain, here's the initial findings we've gathered from the wreckage. The recovered samples of the shipwrecks have strange properties, according to our salvage team. They couldn't definitively articulate what made the samples so special, but my science guys are scratching their heads so hard, they're goin' bald.""

She pauses for a bit before continuing. ""Scanners have detected unknown materials present on the wrecks. My researchers are doing their best but they need more specialised equipment therefore-"" She is interrupted by someone's voice calling from out of frame. ""Confirm!"" The earlier voice responds back. ""Sensors just picked up something in the debris field. Looks like a ship... That can't be right...""","UAFLingeringEchoes_PreBattleDialogContinue1:""What's wrong!?""",
UAFBarLingeringEchoesPreEncounterDialogCont1,DialogOptionSelected,$option == UAFLingeringEchoes_PreBattleDialogContinue1,"SetTextHighlights ""UAFS Mamiya""","""That ship, I recognize it... It's the UAFS Mamiya. But, we've seen her wreck. I have eyes on it right now. This other one is fully intact. Brand new, in fact. It's just adrift for now, but it's maintaining power..."" Someone yells from the background. Lyora is about to respond when another voice calls out. And another. You make out the words 'new contact' in the din.","UAFLingeringEchoes_PreBattleDialogContinue2:""What's going on?""",
UAFBarLingeringEchoesPreEncounterDialogCont2,DialogOptionSelected,$option == UAFLingeringEchoes_PreBattleDialogContinue2,"SetTextHighlights ""it's the missing fleet""
UAFLingeringEchoesCMD spawnFlashpointCorridorMimicFleet","""My comms officer just reported a surge of energy coming from the central area of the debris field. We're getting new contacts out of nowhere— "" Lyora's eyes grow wide. ""Something's not right. The IFF says it's the missing fleet. All escorts present and accounted for. But they're not responding to comms. What is going on?""","UAFLingeringEchoes_PreBattleDialogContinue3:""Maybe it's the survivors?""",
UAFBarLingeringEchoesPreEncounterDialogEnd,DialogOptionSelected,$option == UAFLingeringEchoes_PreBattleDialogContinue3,"SetTextHighlightColors bad
SetTextHighlights ""A loud blaring noise is heard on the commodore's bridge""
UAFModularSFXPlayer ui_uaf_warning_sound
$global.UAFLingeringEchoesFirePreMimicEncounterDialogActivated = true","""That can't be right. The ship signatures are unique to the UAFS Mamiya and its escorts, and their wrecks have been drifting here for the past few days. How these unknown contacts are bearing the same signature..."" Lyora places her hand on her chin as she tries to make sense of the situation. A loud blaring noise is heard on the commodore's bridge.

""Captain! The unknown fleet is moving fast towards our location! I don't know what's gonna' happen, but you'd better be ready to back me up!""",defaultLeave:Prepare your fleet for the possible hostile encounter,
,,,,,,
#Post encounter dialogs,#Lyora Survives,,,,,
UAFBarLingeringEchoesPostEncounterDialog,UAFLingeringEchoes_AnomalyPostEncounter,!$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated,"ShowPersonVisual true uaf_commodore_lyora
$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated = true
$global.UAFLingeringEchoes_ReturnToNewAurora = true
Call $global.UAFLingeringEchoesMission updateStage
UAFLingeringEchoesCMD orderLyoraFleetReturnToAurora
UAFModularSFXPlayer ui_uaf_radio_static","""Attention, this is the UAFS Omega Lioness of the… *static* ... Squadron. We’ve… *static* losses.. a-.. are proceeding to ret-...back to home port… *static* .. repeat, we’re heading towards New Aurora!"" The signals are scrambled but readable. At least they’re alive. For now, it's time to retreat and reorganize.",defaultLeave:Leave,
#Lyora fleet destroyed but she won't die,,,,,,
UAFBarLingeringEchoesPostEncounterDialogAlt,UAFLingeringEchoes_AnomalyPostEncounterAlt,!$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated,"ShowPersonVisual true uaf_commodore_lyora
$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated = true
$global.UAFLingeringEchoes_ReturnToNewAurora = true
Call $global.UAFLingeringEchoesMission updateStage
UAFLingeringEchoesCMD orderLyoraFleetReturnToAurora
AdjustRepPerson uaf_commodore_lyora HOSTILE -3","Despite their valiant efforts, the squadron suffers significant losses and is forced to retreat. You prioritize securing the escape pods. Thankfully, one of them contains the commodore and her surviving crew. After you salvage what you can from your failure, you give the order to return to New Aurora before things get worse.",defaultLeave:Leave,
,,,,,,
#Return to New Aurora,,,,,,
UAFBarLingeringEchoesReturnToNewAuroraLyoraFleetAlive,AddBarEvents,"$market.id == uaf_eva_station_market
$global.UAFLingeringEchoes_ReturnToNewAurora
$global.UAFLingeringEchoes_LyoraFleetAlive
$global.UAFLingeringEchoesLyoraReachedNewAuroraSafely
!$global.UAFLingeringEchoesMissionCompleted","AddBarEvent UAFLingeringEchoesMissionReturnToNewAurora_BarEvent ""Enter the VIP Section"" ""It appears that they are waiting for you to report what happened."" highlight",,,
UAFBarLingeringEchoesReturnToNewAuroraLyoraFleetUnalive,AddBarEvents,"$market.id == uaf_eva_station_market
$global.UAFLingeringEchoes_ReturnToNewAurora
!$global.UAFLingeringEchoes_LyoraFleetAlive
!$global.UAFLingeringEchoesMissionCompleted","AddBarEvent UAFLingeringEchoesMissionReturnToNewAurora_BarEvent ""Enter the VIP Section"" ""It appears that they are waiting for you to report what happened."" highlight",,,
UAFBarLingeringEchoesReturnToNewAuroraStart,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEvent,"BeginConversation uaf_admiral_naggy_na true true
ShowSecondPerson uaf_admiral_alyssa_pyre
ShowThirdPerson uaf_rear_admiral_davos_tamor","Vice Admiral Naggy has been waiting to debrief you in person. However, he is not alone as there are two new faces in white uniforms sitting together alongside him. It looks as if they have been expecting you. The man studies you with eyes deeply set by exhaustion. Lyora also arrives shortly after you. Her tightly clenched fist tells you she is still unsettled by the previous battle.",UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptions:Continue,
UAFBarLingeringEchoesReturnToNewAuroraStartOptions,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptions,"BeginConversation uaf_rear_admiral_davos_tamor true true
ShowSecondPerson uaf_admiral_alyssa_pyre
ShowThirdPerson uaf_admiral_naggy_na","""Starfarer. I’d like to introduce you to-"" The man in white interrupts Naggy as he raises his hand, his stern eyes signalling the Vice Admiral to stop. ""Vice Admiral, I will take over from here. My name is Crow and this is my superior, Mantis. We are interested to hear your report regarding the latest encounter that took place in the neighboring Caeli star system."" ","0:UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptA:""What's with the nicknames?""
1:UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptB:""Which fleet do you serve with?""
2:UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptC:""Hello, beautiful!""
3:UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptD:Present your report to Crow and Mantis",
,,,,,,
UAFBarLingeringEchoesReturnToNewAuroraStartOptionA,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptA,,"""Protocols. That is all you need to know for now,"" he said with a calm and stoic demeanor.","UAFLingeringEchoesMissionReturnToNewAurora_BarEventConverge:""I see...""",
UAFBarLingeringEchoesReturnToNewAuroraStartOptionB,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptB,,"""We serve the one and only. Her Royal Majesty, The Permaisuri Aeria Charlotte the Third. Our 'fleet' assignment is irrelevant as we are one under the same flag."" His calm voice does not conceal the fervor in his words. Before you can respond, he continues.

""Do not stray from the topic at hand, Starfarer. We are in the business of acquiring critical information regarding a potential threat. Even a slight delay such as this may yield unwanted consequences."" You look to the woman, wondering if she has anything else to add, but she only gazes at you placidly. Your eyes suddenly notice the stump on her arm.","UAFLingeringEchoesMissionReturnToNewAurora_BarEventConverge:""Is that so... understood.""",
UAFBarLingeringEchoesReturnToNewAuroraStartOptionC,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptC,"AdjustRepPerson uaf_rear_admiral_davos_tamor HOSTILE -30
AdjustRepPerson uaf_admiral_alyssa_pyre HOSTILE -30","The two in white glare at you with contempt, voiding what warmth they had for you. You glance over at Naggy and Lyora. They are both utterly dumbfounded, mouths agape, by your rather bold but foolish endeavour to flirt during a critical moment such as this. Suffice to say, you have made a poor choice of words.","UAFLingeringEchoesMissionReturnToNewAurora_BarEventConverge:""...""",
UAFBarLingeringEchoesReturnToNewAuroraStartOptionD,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventOptD,"AdjustRepPerson uaf_rear_admiral_davos_tamor COOPERATIVE 1
AdjustRepPerson uaf_admiral_alyssa_pyre COOPERATIVE 1","You put down the TriPad and slide it over to the stern man first. Crow takes it and carefully examines the report, one page at a time. Mantis lowers her head, her eyes hidden by the visor of her cap. The TriPad changes hands. Aside from Mantis, everyone takes their eventual turn. They look at each other and nod before proceeding.",UAFLingeringEchoesMissionReturnToNewAurora_BarEventConverge:Continue,
,,,,,,
UAFBarLingeringEchoesReturnToNewAuroraDebriefConverge,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventConverge,"SetTextHighlights ""Mimics""","Crow's voice was slightly coarse on the ears. ""As we suspected, this is yet another isolated but connected case related to the aforementioned threat. It may seem rather benign at first. Ordinary vessels crewed by human flesh and blood, but they are not. You may also recognize the men and women who served on those ships but they are not who you think they are. We have an official designation for this deceitful enemy. We call them 'Mimics'.""  No one is shocked at the calmly delivered revelation.","UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont:""Mimics?""",
UAFBarLingeringEchoesReturnToNewAuroraDebriefConvergeCont,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont,,"""From what we currently have, thanks to the combined efforts of Persephone’s STRACOM and Empress’s AINTCOM along with other notable contributors, we should be able to detect patterns that could aid us in the future. Towards that end, we are hard at work acquiring more data and resources. One thing is for certain, we are no longer safe out here at the fringe of the Persean Sector.""","UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont1:""...""",
UAFBarLingeringEchoesReturnToNewAuroraDebriefConvergeCont1,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont1,"BeginConversation uaf_admiral_naggy_na true true
ShowSecondPerson uaf_commodore_lyora
ShowThirdPerson uaf_rear_admiral_davos_tamor","Vice Admiral Naggy raises a question. ""Could these entities be some variant of the Remnants? Or the new ‘threats’ that come from the Abyssal Shore beyond the Caeli System?"" A holographic display lights up, showing the mapped regions around Auroran space. He points his finger towards the western side of Caeli.

""No… it can’t be."" Lyora shakes her head, recalling the fight. ""They may have been ghostly but they fought like we did. UAF doctrine at its basic.""

""The commodore is correct, they are something different. An entity that can accurately replicate technology and organisms indistinguishable from the originals has found its way here."" Crow's voice is cold and callous.

Mantis raises her head, revealing a cold stare. Her dark blue eyes are placid, gazing toward an unknown horizon.",UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont2:Continue,
UAFBarLingeringEchoesReturnToNewAuroraDebriefConvergeCont2,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont2,ShowImageVisual space_bar,"An uneasy silence keeps the atmosphere cold. Vice Admiral Naggy was the first to break the silence. ""Well, it would seem we have our work cut out for us, ladies and gentlemen. I must be getting back. Commodore, shall I give you a lift back to your quarters?""

Lyora nodded slowly. ""Yeah... I need more hours in the simulator."" The commodore was shaken, but she definitely had the fire of retribution in her eyes. The two made their exit. With the briefing concluded, you stood to follow them out.

""Starfarer, a word."" Crow's words are polite but his cold tone leaves no room for refusal.",UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont3:Turn around...,
UAFBarLingeringEchoesReturnToNewAuroraDebriefConvergeCont3,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeCont3,"ShowPersonVisual true uaf_rear_admiral_davos_tamor
ShowSecondPerson uaf_admiral_alyssa_pyre
SetTextHighlights ""you will report to me directly""","""As you can see, the Federation’s survival may depend on how much we can learn about these extra-terrestrial threats. However, we've deemed it appropriate to enact an information blackout on the topic, avoiding panic among our ranks and the public is vital at this time. Thus, you will report to me directly for further assignments and you will be compensated for your efforts.""

Crow whispers something in Mantis' ear. She gives a nod in response. Crow gestures his hand to the door, giving you permission to leave. ""That'll be all, Starfarer.""",UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeEpilogue:Exit the room,
UAFBarLingeringEchoesEpilogue,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeEpilogue,"ShowPersonVisual true uaf_commodore_lyora
AdjustRepPerson uaf_commodore_lyora COOPERATIVE 3
$global.UAFLingeringEchoesMissionCompleted = true
Call $global.UAFLingeringEchoesMission updateStage","As you near your craft, you see someone waiting for you. The Commodore seems to have regained her bravado. ""Just thought I'd see you off. Might be a while before we see each other again. Thanks for having my back out there. Couldn't have done it without ya. Ah, that reminds me. What did you think of the Lyora? I do hope the prototype fulfilled its role. Do feel free to submit your feedback to this address in Nova Drive Yards. She'll... see what she can do."" You hear a chime from your personal terminal. The address at Nova Drive Yards leads to a building off the main thoroughfare. Perhaps you'll remember to pass by one day.","UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeEpilogueCont:""...""",
UAFBarLingeringEchoesEpilogueCont,DialogOptionSelected,$option == UAFLingeringEchoesMissionReturnToNewAurora_BarEventConvergeEpilogueCont,"UAFAddShip uaf_lyora_prototype_standard Lionheart
UAFLingeringEchoesCMD addKeycardPoints
AddCredits 70000
UAFAddPotentialContact uaf_rear_admiral_davos_tamor
SetPersonHidden uaf_rear_admiral_davos_tamor false
AddTextSmall ""The Vengeful Crow's comm channel ID is now available in Lunamun."" good
UAFLingeringEchoesCMD spawnBlackSorceressFleet","Remembering herself, she clears her throat. ""Anyway, just wanted to say thanks for pulling me out of the fire. Since talk is cheap, I left something special for you back with your crew. Take care out there. I'll be seeing you."" Lyora gives you a warm handshake before letting you be on your way. ""Maybe I'll break some arrows on the way back.""

You raise an eyebrow at the commodore's back, wondering if you heard her correctly. Probably one of those Auroran idioms.",UAF_LingeringEchoesMissionEnd:Leave,
UAFBarLingeringEchoesEnd,DialogOptionSelected,$option == UAF_LingeringEchoesMissionEnd,"#EndConversation DO_NOT_FIRE
RestoreSavedVisual
#BarCMD showOptions
DismissDialog",,,
,,,,,,
#Lyora's unique reactive fleet dialog,,,,,,
UAFLingeringEchoesLyoraFleetDialogEnrouteFlashpointCorridor,OpenCommLink,"$entity.UAF_LingeringEchoesLyoraFleet  score:1000
!$global.UAFLingeringEchoesLyoraHasOrbitedItFirst
!$global.UAFLingeringEchoesFirePreMimicEncounterDialogActivated
!$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated",,"""Greetings, captain. Stay focused and locked-in. Don't stray too far away from my fleet. We don't know what to expect out there so keeping each other within reasonable detection is vital.""
OR
""Hello, captain $playerName. I assume your fleet is stocked up and ready to go. In times like these, there is no such thing as too much preparation.""
OR
""Captain. We shouldn't be too long, but just in case I packed a few extra lunches. Stay frosty and we'll do just fine.""",cutCommLink:Cut the comm link,
UAFLingeringEchoesLyoraFleetDialogInvestigatingFlashpointCorridor,OpenCommLink,"$entity.UAF_LingeringEchoesLyoraFleet  score:1000
$global.UAFLingeringEchoesLyoraHasOrbitedItFirst
!$global.UAFLingeringEchoesFirePreMimicEncounterDialogActivated
!$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated","SetTextHighlights ""two to three days""","""Greetings, captain. We're going through the wreckage trying to find out exactly what happened here. Between you and me, this place is giving my salvage crews the chills.""
OR
""Oh, hello there, captain. If you are curious about how long our investigation will take, I'd say, two to three days. I don't expect anything else to happen 'til then.""
OR
""Oh, it's you, captain. Thanks for checking in. We're still going through the area. Nothing conclusive yet. After this, I'm planning on dealing out some special meals. This place is starting to spook even me.""",cutCommLink:Cut the comm link,
